Hole Depth,Weight on Bit,Rate Of Penetration
10667,30.8,245.12
10668,31.2,245.35
10669,31.9,244.44
10670,32.1,244.35
10671,31.6,245.11
10672,31.2,245.11
10673,31,247.04
10674,31.2,252.03
10675,31.2,252.74
10676,31.4,252.89
10677,31.1,252.89
10678,30.7,253.09
10679,30.7,252.83
10680,30.9,252.78
10681,31.1,252.78
10682,31.5,252.97
10683,31.9,252.62
10684,31.8,252.53
10685,31.4,248.78
10686,31.8,254.46
10687,32.2,254.72
10688,32.4,254.55
10689,32.4,254.63
10690,32.5,254.6
10691,36.2,254.77
10692,36.7,253.9
10693,35.8,254.6
10694,32.6,254.51
10695,32.3,254.71
10696,34.4,254.72
10697,33.8,254.8
10698,33.4,254.62
10699,33.4,254.78
10700,33.6,254.94
10701,33.5,254.84
10702,33.7,254.82
10703,33.8,254.35
10704,34.1,254.19
10705,34,254.11
10706,33.5,241.56
10707,33.8,251.93
10708,34.2,254.54
10709,34.4,254.46
10710,34.5,252.81
10711,34.8,250.91
10712,34.7,251.09
10713,34.2,249.3
10714,34.8,254.03
10715,34.6,254.6
10716,34.2,254.08
10717,33.8,254.53
10718,33.8,254.77
10719,34.1,254.58
10720,33.8,254.76
10721,34.1,254.93
10722,34.2,254.76
10723,36.4,254.82
10724,36.6,252.76
10725,34,252.94
10726,33.4,254.65
10727,33.4,254.48
10728,33.4,254.83
10729,33.6,254.82
10730,34.2,254.74
10731,34.6,254.22
10732,34.6,254.53
10733,34.8,254.46
10734,34.8,254.09
10735,34.6,254.67
10736,34.6,254.49
10737,34.8,254.41
10738,34.9,254.76
10739,34.9,254.67
10740,34.8,254.06
10741,34.7,254.67
10742,34.6,255.11
10743,34.7,255.01
10744,34.6,255.17
10745,34.6,255.08
10746,34.7,255.25
10747,12.6,28.02
10748,16.7,145.36
10749,18.7,156.2
10750,20.7,185.75
10751,22.3,211.46
10752,23.5,219.74
10753,24.3,220.25
10754,27.6,220.16
10755,28.5,227.68
10756,29.8,250.38
10757,28.4,252.93
10758,29.3,252.68
10759,29.5,253.09
10760,30.1,252.78
10761,30.4,253.11
10762,30.8,253.11
10763,31.2,252.9
10764,31.9,253.14
10765,32.3,252.93
10766,32.3,252.89
10767,32.4,252.98
10768,32.2,252.88
10769,32.3,252.98
10770,32.4,252.59
10771,32.6,252.88
10772,32.5,252.88
10773,32.5,252.91
10774,32.5,252.64
10775,32.6,252.95
10776,32.5,252.82
10777,32.9,253.04
10778,33.1,252.69
10779,32.8,252.37
10780,32.3,249.01
10781,32.4,254.65
10782,32.6,254.83
10783,32.8,254.4
10784,32.7,254.49
10785,32.4,254.92
10786,35.1,254.84
10787,36.5,254.33
10788,36.3,254.75
10789,32.7,255.02
10790,32.5,254.58
10791,33,254.67
10792,33.2,254.67
10793,33.3,254.67
10794,33.9,254.76
10795,33.5,254.59
10796,33.5,254.52
10797,33.9,254.68
10798,33.9,254.88
10799,33.9,255.02
10800,33.9,255.04
10801,34.2,254.89
10802,33.8,255.04
10803,33.8,254.77
10804,33.8,254.77
10805,33.9,254.76
10806,33.9,254.77
10807,33.7,254.57
10808,34.1,254.32
10809,34.2,254.5
10810,34.4,254.15
10811,34.1,254.67
10812,33.7,254.59
10813,33.7,254.85
10814,33.6,255.02
10815,33.8,254.85
10816,33.7,254.69
10817,34.1,254.79
10818,36.9,254.88
10819,36.6,254.26
10820,34.8,254.87
10821,33.2,254.96
10822,33.2,254.77
10823,33.5,254.85
10824,33.6,254.85
10825,33.4,254.85
10826,33.2,254.93
10827,33.7,254.85
10828,34.2,254.94
10829,34.2,254.75
10830,34.5,254.25
10831,34.4,253.9
10832,34.6,254.59
10833,34.7,254.76
10834,34.9,254.92
10835,34.7,254.57
10836,34.6,254.49
10837,34.7,255.01
10838,34.5,255.01
10839,34.7,255.01
10840,34.9,255.1
10841,34.9,254.85
10842,12.1,31.48
10843,17,150.74
10844,20.4,188.99
10845,22,208.46
10846,23.6,217.17
10847,24.6,224.6
10848,25,224.94
10849,28.3,227.42
10850,29.7,247.32
10851,31.3,252.86
10852,29.7,252.88
10853,29.9,252.9
10854,30.3,253.23
10855,30.4,253.04
10856,30.5,252.96
10857,31.2,252.79
10858,31,252.86
10859,30.9,253.11
10860,31,253.06
10861,31.3,252.8
10862,30.4,252.63
10863,29.8,253.14
10864,29.3,253.31
10865,29.5,252.94
10866,29.8,253.02
10867,30,252.6
10868,31,252.96
10869,31.2,252.77
10870,31.1,252.41
10871,31.3,252.83
10872,31.5,253.07
10873,31.7,252.81
10874,31.2,250.55
10875,31.2,254.26
10876,31.3,254.53
10877,32,254.88
10878,32.3,254.46
10879,32.2,254.56
10880,32.1,254.85
10881,35.2,254.78
10882,35.5,254.54
10883,33.7,254.94
10884,32.1,254.85
10885,32.3,254.68
10886,32.3,254.76
10887,32.4,254.94
10888,32.6,254.69
10889,32.9,254.67
10890,32.6,254.85
10891,33,255.02
10892,33,254.68
10893,33.1,254.93
10894,32.7,254.92
10895,32.2,255.01
10896,32.1,254.84
10897,32.4,254.64
10898,33,254.4
10899,33.2,254.74
10900,33.2,254.62
10901,33.6,254.7
10902,33.7,254.46
10903,33.9,254.54
10904,34.1,254.39
10905,33.6,254.57
10906,33.4,254.56
10907,33.2,254.57
10908,33,253.27
10909,33.4,254.82
10910,33.5,254.9
10911,35.7,254.72
10912,36.4,254.38
10913,35.8,254.79
10914,31.8,254.36
10915,32.1,255.02
10916,32.4,254.94
10917,32.5,254.85
10918,32.5,254.93
10919,32.6,255.01
10920,32.8,254.86
10921,33.3,254.69
10922,33.4,254.85
10923,33.7,254.95
10924,34.3,254.8
10925,34,255.03
10926,34,255.02
10927,33.8,253.91
10928,34.3,253.63
10929,34.2,253.55
10930,33.8,247.4
10931,33.7,244.67
10932,33.8,248.08
10933,33.9,247.18
10934,34,239.55
10935,34.6,250.39
10936,13.4,42.95
10937,17.1,153.55
10938,18.7,157.57
10939,20.6,180.28
10940,21.6,198.74
10941,23.3,216.76
10942,24.4,220.09
10943,28.4,219.92
10944,28.7,219.75
10945,26.4,227.35
10946,26.9,244
10947,27.9,247.75
10948,28.3,252.35
10949,29,252.97
10950,29.5,253.22
10951,29.9,253.03
10952,30.5,252.86
10953,30.9,252.72
10954,30.9,252.89
10955,31.4,252.86
10956,31.6,252.82
10957,31.5,252.78
10958,31.7,252.71
10959,30.8,246.13
10960,30.9,246.22
10961,31.3,251.43
10962,31.5,250.75
10963,30.8,242.89
10964,30.7,251.61
10965,30.7,252.97
10966,31,253.05
10967,31.3,252.61
10968,31.1,252.71
10969,31.4,250.15
10970,31.4,254.57
10971,31.2,254.73
10972,31.2,254.47
10973,31.3,254.64
10974,30.7,254.82
10975,35.1,254.74
10976,37.8,254.23
10977,36.4,253.9
10978,39.6,248.61
10979,39.1,245.44
10980,34.7,210.06
10981,31.1,226.4
10982,31.6,253.65
10983,32.1,254.25
10984,33.2,254.36
10985,33.4,253.4
10986,33.8,251.01
10987,33.2,241.52
10988,31.6,219.92
10989,32.1,250.83
10990,32.8,254.64
10991,33.2,254.71
10992,32.9,237.94
10993,33,243.41
10994,33.2,252.94
10995,33.4,253.75
10996,33.6,251.6
10997,34,251.68
10998,34.1,252.02
10999,33.2,243.73
11000,33.2,248.26
11001,33.5,251.51
11002,32.9,244.92
11003,31.4,222.35
11004,32.3,245.05
11005,32.8,249.42
11006,35.9,251.86
11007,36.2,251.44
11008,36.5,245.44
11009,33.3,250.67
11010,33.8,254.25
11011,33.5,254.17
11012,33.3,241.44
11013,33.8,252.28
11014,34.4,254.68
11015,34.4,254
11016,34.5,251.52
11017,34.7,252.37
11018,34.3,246.56
11019,33.6,233.45
11020,31.8,220.75
11021,33.2,241.45
11022,33.5,242.99
11023,33.1,242.14
11024,32.9,232.51
11025,33.5,248.67
11026,33.4,249.27
11027,33.4,241.59
11028,33.8,248.52
11029,34.2,251.42
11030,34.2,249.63
11031,18.6,43.1
11032,27.5,156.26
11033,35.1,194.55
11034,39.9,209.07
11035,41.4,207.7
11036,41.1,159.45
11037,40.7,157.66
11038,38.2,194.81
11039,36.6,219.91
11040,34.6,244.68
11041,30.9,245.11
11042,30.4,244.51
11043,30.1,245.02
11044,30.4,245.19
11045,31,245.28
11046,31.1,245.28
11047,31.5,245.2
11048,31.7,242.37
11049,31.6,236.21
11050,31.7,238.18
11051,31.6,234
11052,30.9,215.98
11053,30.5,222.9
11054,31,234.52
11055,33,244
11056,33.2,244
11057,32,234.01
11058,31.7,225.3
11059,31.3,225.38
11060,31.7,216.22
11061,31.3,209.13
11062,31.7,218.87
11063,32.3,229.04
11064,31.9,228.44
11065,32.2,217.86
11066,32.1,220.43
11067,32.6,236.36
11068,32.6,233.08
11069,30.3,194.13
11070,34.1,241.84
11071,37.2,243.86
11072,36.8,236.94
11073,31.2,205.68
11074,29.9,191.06
11075,30.4,168.65
11076,32.2,185.04
11077,30.1,202.56
11078,31,231.25
11079,31.9,212.3
11080,34.1,244.24
11081,34.5,244.5
11082,33.7,234.64
11083,33.6,235.75
11084,33.6,238.36
11085,33.2,230.27
11086,35.4,238.35
11087,36.3,244.18
11088,36,244.27
11089,35,237.59
11090,34.1,231.11
11091,33.5,232.71
11092,33.2,232.71
11093,33.3,240.68
11094,34,241.72
11095,34.3,241.64
11096,33.2,238.18
11097,35,244.76
11098,34.8,244.76
11099,34.9,229.73
11100,35,233.92
11101,33.7,232.13
11102,35.8,214.7
11103,36.5,224.02
11104,20.1,75.47
11105,22.5,75.49
11106,21.9,75.49
11107,16.5,75.49
11108,16,75.49
11109,17.1,75.49
11110,21.5,75.51
11111,27.6,75.49
11112,30.4,75.49
11113,30.5,75.5
11114,21.2,75.53
11115,16.8,75.49
11116,17.7,75.52
11117,16.8,75.49
11118,19.6,94.9
11119,22.1,123.41
11120,23.2,137.07
11121,24.4,163.55
11122,26.2,175
11123,26.9,176.19
11124,27,177.47
11125,28.4,198.39
11126,8.1,17
11127,14,73.45
11128,15.7,74.58
11129,20.1,74.53
11130,24.7,74.51
11131,26.9,74.37
11132,27.3,74.47
11133,27.9,74.54
11134,29.8,74.34
11135,28.8,74.31
11136,26.9,74.74
11137,19.5,75.01
11138,18.5,74.16
11139,21.6,74.69
11140,20.6,74.84
11141,18.2,101.97
11142,21.1,154.82
11143,24.2,184.82
11144,25.7,199
11145,27.2,217.53
11146,29.3,229.99
11147,30.7,248.61
11148,35.9,264.92
11149,37.2,268.43
11150,37,267.32
11151,36.5,257.67
11152,33.1,226.75
11153,33.6,253.48
11154,33.6,255.94
11155,33.8,260.91
11156,34.4,259.2
11157,33.9,248.5
11158,35.4,244.14
11159,35.3,246.11
11160,31.6,211.19
11161,30.8,231.18
11162,32.5,256.03
11163,33.1,260.22
11164,32.5,244.76
11165,33.5,230.08
11166,34.8,230.16
11167,35.7,246.31
11168,31.4,236.91
11169,32.6,247.84
11170,33.4,249.98
11171,33.3,250.32
11172,33.5,244.77
11173,33.5,245.54
11174,34.7,249.05
11175,34.5,249.3
11176,32.7,240.58
11177,34.1,259.37
11178,34.4,262.7
11179,33.6,259.29
11180,33,251.42
11181,33.4,260.56
11182,33.2,260.22
11183,32.4,242.74
11184,31.3,212.74
11185,31.8,226.75
11186,32.3,219.73
11187,31.2,217.87
11188,32.3,242.07
11189,33.5,263.83
11190,34.2,264.25
11191,33.9,262.13
11192,33.5,246.79
11193,34.1,259.3
11194,34.1,259.09
11195,34.2,249.57
11196,34.2,254.63
11197,36.9,261.88
11198,38,262.05
11199,37.6,261.29
11200,35.4,251.02
11201,33.2,235.21
11202,33,255.04
11203,34.3,261.61
11204,34.3,260.58
11205,33.4,236.46
11206,35.1,245.09
11207,35.4,243.13
11208,33.5,220.84
11209,33.1,246.95
11210,33.5,263.43
11211,34.5,265.91
11212,34.7,264.38
11213,34.5,247.54
11214,34.6,249.73
11215,35.1,256.98
11216,36.6,258.35
11217,36.5,254.2
11218,33.7,222.91
11219,34.5,246.38
11220,34.7,248.6
11221,35.6,247.59
11222,20.8,103.25
11223,22.6,182.88
11224,24.1,201.64
11225,26.3,227.01
11226,28.6,248.61
11227,29.9,251.09
11228,31.3,250.91
11229,34.1,252.44
11230,35.4,267.03
11231,34.7,272.08
11232,33.6,268.49
11233,37.2,248.79
11234,37.6,264.05
11235,34.3,242.95
11236,31.2,220.67
11237,31,238.01
11238,30.4,234.42
11239,30.7,240.58
11240,30.7,248.69
11241,30.8,250.22
11242,30.3,248.68
11243,30.2,249.74
11244,30.5,252.11
11245,30.7,252.05
11246,30.9,252.52
11247,31.3,252.1
11248,31.4,251.6
11249,31.9,250.66
11250,31.8,250.84
11251,31.7,244.09
11252,31.6,240.3
11253,31.5,239.74
11254,31.2,235.21
11255,30.8,231.62
11256,30.2,222.65
11257,30.4,203.68
11258,30.6,224.26
11259,30.3,224.01
11260,33.7,227.43
11261,34,242.2
11262,34,241.01
11263,30.7,232.46
11264,34.1,234.65
11265,34.7,243.78
11266,29.9,188.18
11267,31.7,234.29
11268,32.9,244.54
11269,33.2,238.18
11270,33.7,214.5
11271,33.7,228.87
11272,34.3,248.73
11273,33.6,244.1
11274,31.5,211.29
11275,31.2,223.49
11276,32.4,224.68
11277,35.9,220.84
11278,35.1,221.27
11279,34.8,184.38
11280,29.8,168.83
11281,31.6,216.75
11282,32.3,216.49
11283,31.7,203.25
11284,31.9,206.94
11285,32.1,221.63
11286,31.8,222.99
11287,31.8,220.43
11288,32.4,216.42
11289,36.3,219.84
11290,40.2,220.85
11291,41.1,206.84
11292,42.6,141.26
11293,40.7,131.44
11294,39.6,159.62
11295,39.9,159.28
11296,39.8,168.59
11297,35.2,208.3
11298,33.6,227.6
11299,34,240.75
11300,32.6,237.6
11301,31.8,234.26
11302,33.2,251.25
11303,32.5,250.92
11304,32.3,218.19
11305,32.3,217.33
11306,32.7,238.34
11307,33.6,245.09
11308,34.6,250.98
11309,34.6,248.78
11310,33.6,224.35
11311,33.9,228.25
11312,33.5,233.34
11313,32.9,218.3
11314,33.7,228.5
11315,34.5,234.45
11316,14.8,33.2
11317,21.3,175.33
11318,25.5,258.66
11316,27.1,258.14
11317,27.4,256.21
11318,27.1,232.04
11319,27.1,214.67
11320,28,214.2
11321,28.3,195.23
11322,26.9,188.57
11323,25.9,214.37
11324,26.1,214.71
11325,26.3,201.09
11326,26.4,200.78
11327,26.4,197.03
11328,26,201.13
11329,25.8,202.15
11330,27,201.21
11331,27,188.92
11332,26.3,187.69
11333,26,192.83
11334,25.9,195.31
11335,25.6,196.42
11336,26,196.77
11337,26.5,190.8
11338,26.4,190.07
11339,26.5,189.03
11340,26.1,189.98
11341,26.1,190.57
11342,26,190.65
11343,26.1,185.24
11344,28.6,185.42
11345,29.5,163.63
11346,29.8,96.59
11347,29.1,96.84
11348,29.2,103.15
11349,27.6,152.72
11350,27.8,225.05
11351,27.5,228.38
11352,29.3,226.06
11353,28.8,216.08
11354,28.4,215.63
11355,26.6,249.84
11356,26.8,250.52
11357,27.2,239.2
11358,27.1,231.28
11359,27.1,230.27
11360,27.1,228.13
11361,27.3,227.86
11362,27.4,227.17
11363,27.7,226.64
11364,27.8,220.84
11365,27.7,214.96
11366,27.9,216.81
11367,28.1,215.61
11368,27.8,212.22
11369,27.8,214.78
11370,27.7,218.2
11371,27.7,217.95
11372,27.6,216.75
11373,27.5,216.59
11374,27.8,216.29
11375,27.6,214.38
11376,27.8,215.14
11377,27.7,215.14
11378,27.3,216.36
11379,27.4,220.69
11380,27.7,220.69
11381,27.8,219.06
11382,27.4,217.11
11383,27.5,217.62
11384,29.5,215.31
11385,28.6,196.43
11386,27.5,220.7
11387,27.8,230.6
11388,27.6,222.65
11389,27.9,213.84
11390,27.5,211.97
11391,28,213.26
11392,28.5,207.84
11393,28.4,200.68
11394,28.4,200
11395,28.1,203.14
11396,27.7,209.15
11397,27.5,211.51
11398,27.3,216.02
11399,27.3,215.96
11400,28.2,216.28
11401,28,211.4
11402,27.8,207.76
11403,27.5,210.59
11404,27.6,211.02
11405,27.7,207.86
11406,27.6,207.86
11407,27.7,209.65
11408,27.6,209.31
11409,14.6,117.39
11410,20.2,257.72
11411,23.1,259.16
11412,25.2,259.21
11413,27.1,259.29
11414,27.5,259.28
11415,29.3,259.89
11416,30.5,259.37
11417,30.2,245.44
11418,28.1,255.35
11419,28.3,259.8
11420,28.9,259.97
11421,29.6,259.92
11422,29.7,259.89
11423,30,258
11424,29.9,247.97
11425,30,245.27
11426,30.1,239.72
11427,30,235.72
11428,29.9,233.15
11429,29.6,231.7
11430,29.9,248.43
11431,30.3,249.81
11432,29.4,236.42
11433,29.5,248.2
11434,29.1,250.85
11435,29.2,243.3
11436,30.1,251.68
11437,30.3,249.36
11438,29.9,233.32
11439,30.8,245.7
11440,30.2,241.61
11441,29.5,229.49
11442,29.5,232.9
11443,14.6,45.37
11444,14.2,76.11
11445,12.7,59.2
11446,12.4,59.31
11447,14.7,59.21
11448,14.5,59.43
11449,13.9,59.26
11450,12.5,59.12
11451,13.8,59.06
11452,13.9,59.19
11453,15.1,74.7
11454,20.5,210.09
11455,24.8,249.37
11456,26.9,249.55
11457,29,249.47
11458,30.5,249.29
11459,29.9,244.26
11460,29.8,235.28
11461,30.1,235.02
11462,30.3,230.51
11463,30,227.09
11464,30.8,232.3
11465,31.9,241.62
11466,31.9,236.26
11467,31.5,228.13
11468,31.2,230
11469,31.5,238.1
11470,31.3,240.59
11471,31.2,240.33
11472,30.5,235.53
11473,30.7,243.57
11474,30.8,239.65
11475,31,240.03
11476,30.5,245.45
11477,30.6,247.85
11478,30.9,247.76
11479,32.7,243.22
11480,32.1,210.68
11481,31.3,228.62
11482,30.1,252.7
11483,30.3,251.89
11484,30.8,241.12
11485,31.2,237.46
11486,32.1,238.66
11487,31.3,225.74
11488,31,227.5
11489,30.9,227.88
11490,30.8,225.2
11491,30.9,227.07
11492,31,233.56
11493,31.4,233.22
11494,31,222.12
11495,31.2,224.26
11496,30.6,216.74
11497,30.9,222.19
11498,31.3,222.36
11499,31,220.49
11500,30.8,220.83
11501,31.5,219.47
11502,32.4,216.68
11503,7.6,21.03
11504,17.3,156.38
11505,23.7,248.53
11506,27.1,248.95
11507,29.4,248.96
11508,30.4,249.04
11509,31,247.99
11510,33.2,249.53
11511,33.1,239.8
11512,31.2,219.89
11513,30.1,240.82
11514,30.9,242.02
11515,30.2,205.3
11516,29.5,197.17
11517,29.7,212.16
11518,30.9,214.35
11519,30.8,204.41
11520,30.2,202.08
11521,30,201.53
11522,29.5,205.4
11523,29.3,211.38
11524,28.9,214.94
11525,29,215.12
11526,29.1,211.3
11527,29.2,210.67
11528,29.3,210.42
11529,29.3,209.91
11530,29.2,207.43
11531,29.2,213.42
11532,29.5,212.74
11533,29.3,206.51
11534,29.1,208.73
11535,29,208.86
11536,29.1,208.86
11537,29.1,211.31
11538,28.8,218.73
11539,28.8,218.73
11540,29.2,217.96
11541,29.1,213.77
11542,31.6,208.56
11543,33,206.75
11544,33.5,213.58
11545,29.9,204.87
11546,29.4,204.02
11547,15.4,104.75
11548,21.3,234.93
11549,24.4,235.02
11550,26.8,235.04
11551,28.5,234.96
11552,29.4,234.61
11553,30.2,227.69
11554,30,210.79
11555,29.9,201.8
11556,29.9,204.12
11557,30,203.52
11558,29.9,202.31
11559,30.2,202.24
11560,30.5,199.5
11561,30.6,195.15
11562,30.4,189.18
11563,30.8,189.09
11564,30.6,184.67
11565,30.5,187.44
11566,30.6,187.21
11567,30.7,186.44
11568,30.2,188.05
11569,30.5,189.66
11570,31,203.24
11571,31.1,200.25
11572,31,203.43
11573,30.8,202.83
11574,31.5,196.85
11575,30.3,186.36
11576,29.7,211.2
11577,28.7,231.36
11578,28.7,228.12
11579,29,219.82
11580,29.2,219.46
11581,29.4,214.33
11582,29.6,215.94
11583,29.6,209.31
11584,29.4,204.56
11585,29.4,207.63
11586,29.1,210.36
11587,29.5,217.19
11588,29.9,214.2
11589,30,198.22
11590,29.7,193.1
11591,30.2,196.75
11592,30.7,195.9
11593,30.9,183.09
11594,30.3,186.28
11595,30.1,189.94
11596,30.2,190.02
11597,30.2,189.85
11598,30,190.38
11599,15.7,105.28
11600,21.8,243.73
11601,27.1,244.34
11602,29.1,244.83
11603,29.9,244.83
11604,29.9,244.92
11605,33.3,244.93
11606,34,252.37
11607,32.8,255.57
11608,32,255.32
11609,33.2,256.74
11610,33.9,259.52
11611,33.9,259.56
11612,33.7,254.67
11613,33.8,251.19
11614,34.1,252.35
11615,32.4,224.78
11616,33,253.91
11617,33.2,253.57
11618,37.3,242.21
11619,41.4,245.28
11620,41.6,223.34
11621,41.1,160.06
11622,38.3,182.58
11623,31,158.95
11624,26,173.02
11625,25.5,187.19
11626,26.4,199.34
11627,27.5,199.41
11628,28.1,204.88
11629,28.5,209.43
11630,28.5,209.91
11631,30.8,226.49
11632,32.4,229.31
11633,32.6,229.74
11634,32.1,228.24
11635,31.4,222.74
11636,33.2,223.08
11637,34.1,226.07
11638,34.3,228.03
11639,31.8,224.69
11640,31.8,224.69
11641,32.1,225.79
11642,32.3,225.96
11643,32.6,225.38
11644,32.5,223.58
11645,32.8,214.1
11646,33.2,219.22
11647,33.2,220.57
11648,32.9,217.29
11649,33.7,221.84
11650,34.3,219.48
11651,34.2,220
11652,33.9,222.99
11653,33.7,223.32
11654,35.7,223.76
11655,36.2,216.93
11656,36.5,218.03
11657,21.7,17.77
11658,17,49.46
11659,14.2,49.69
11660,14.9,49.61
11661,16,49.64
11662,18.6,49.67
11663,14.9,49.95
11664,13.6,49.75
11665,13.8,49.82
11666,14.2,49.73
11667,16.2,49.84
11668,18.1,49.81
11669,18.9,68.12
11670,22.3,206.17
11671,25.1,225.62
11672,27.1,226.21
11673,29.4,232.36
11674,31.7,248.59
11675,33.2,250.04
11676,34.2,250.22
11677,34.8,249.96
11678,35.5,250.1
11679,36.1,250.19
11680,36.7,250.25
11681,37.1,250.17
11682,37.2,250.16
11683,37.5,250.15
11684,37.6,249.54
11685,37.7,249.29
11686,37.7,249.38
11687,37.7,248.26
11688,37.7,244.33
11689,38,246.38
11690,37.4,249.4
11691,37.4,249.57
11692,37.6,249.69
11693,10.6,58.91
11694,18.6,214.33
11695,23.4,248.93
11696,27.6,248.93
11697,28.9,244.2
11698,28.7,214.73
11699,28.4,214.73
11700,29.9,211.51
11701,28.5,190.17
11702,28.5,201.37
11703,27.5,226.13
11704,27.7,224.34
11705,27.6,212.56
11706,27.7,209.14
11707,27.7,209.71
11708,27.7,205.31
11709,27.9,203.25
11710,28.1,202.98
11711,28.2,192.94
11712,27.9,194.28
11713,27.7,203.21
11714,27.8,203.3
11715,28.1,195.79
11716,28,189.6
11717,28.7,189.91
11718,28.3,183.84
11719,28.3,184.2
11720,27.9,191.3
11721,28.1,192.41
11722,27.6,194.89
11723,27.8,198.56
11724,28.1,198.39
11725,27.8,197.11
11726,28.6,217.7
11727,28.8,224.69
11728,29.1,221
11729,29.3,213.4
11730,29.3,204.28
11731,29.1,206.69
11732,31,206.69
11733,29.4,185.8
11734,28.3,215.87
11735,28.4,225.94
11736,29.1,216.04
11737,29,203.83
11738,29.1,199.06
11739,29,196.07
11740,31.6,193.29
11741,32.1,157.89
11742,29.4,176.58
11743,28.5,190.83
11744,28.8,195.12
11745,28.4,196.88
11746,28.4,197.22
11747,28,200.51
11748,28,209.99
11749,29.3,209.4
11750,29.2,187.37
11751,28.6,194.72
11752,28.5,197.97
11753,28.3,195.75
11754,28.4,196.27
11755,28.2,199.6
11756,28.7,199.77
11757,28.4,189.8
11758,28.4,192.52
11759,27.9,199.93
11760,28.2,200.18
11761,28.2,199.85
11762,28.9,200.28
11763,30.4,193.08
11764,30.6,177.82
11765,28.9,183.95
11766,28.1,208.73
11767,27.9,209.15
11768,28,205.74
11769,28.2,204.45
11770,28.2,199.83
11771,27.8,202.65
11772,28,203.43
11773,28.2,202.57
11774,27.9,202.83
11775,27.9,204.11
11776,27.7,205.99
11777,27.7,208.89
11778,27.8,208.63
11779,27.7,205.9
11780,27.7,208.95
11781,28,206.77
11782,28,201.53
11783,28,204.9
11784,27.9,205.07
11785,27.9,207.61
11786,27.9,207.28
11787,27.8,205.92
11788,11.1,63.71
11789,18.4,223.74
11790,22.4,249.2
11791,23.4,249.12
11792,23.7,211.63
11793,23,199.34
11794,23.2,199.33
11795,25.6,199.16
11796,25.4,199.57
11797,25.2,199.66
11798,24.8,199.66
11799,27.4,199.24
11800,28.2,199.16
11801,28.2,199.33
11802,28.9,199.59
11803,28,199.25
11804,28.8,197.31
11805,28.9,198.49
11806,29.6,198.32
11807,28.1,189.97
11808,26.1,188.3
11809,26.5,192.4
11810,27.1,186.35
11811,27.1,186.26
11812,25.5,193.69
11813,26.7,195.49
11814,26.9,190.18
11815,26.8,186.43
11816,27.2,181.05
11817,26.7,177.13
11818,26.7,190.96
11819,26.8,190.71
11820,26.9,169.86
11821,25.6,192.98
11822,25.4,198.48
11823,25.1,199.09
11824,25.2,199.26
11825,25.3,199.68
11826,26.9,199.94
11827,26.8,191.23
11828,26.6,187.38
11829,24.3,199.5
11830,25.4,200.27
11831,25.9,198.56
11832,26.6,189.94
11833,26.3,180.94
11834,26,183.36
11835,27,196.84
11836,27.3,206.2
11837,27.6,201.12
11838,27.3,196.76
11839,27.2,200.78
11840,27.2,203.69
11841,27.3,202.66
11842,27.3,199.67
11843,27.9,201.46
11844,27.5,198.56
11845,27.3,195.75
11846,27.4,197.96
11847,27.8,197.96
11848,27.8,194.29
11849,27.8,189.08
11850,27.5,196
11851,27.3,196
11852,27.1,200.96
11853,27.6,203
11854,27.6,199.06
11855,27.2,199.5
11856,27,202.57
11857,27.2,202.74
11858,29.2,199.94
11859,28.6,172.35
11860,28,187.03
11861,27.6,196.35
11862,28.1,188.32
11863,27.8,184.9
11864,27.8,184.49
11865,28.4,185.24
11866,28.3,171.32
11867,28.1,177.04
11868,28.8,177.21
11869,28.9,165
11870,27.8,162.61
11871,28.3,172
11872,27.9,178.59
11873,28.2,177.67
11874,27.9,178.85
11875,27.9,180.71
11876,27.7,181.06
11877,27.8,180.47
11878,28.3,179.08
11879,27.6,180.24
11880,27.9,181.44
11881,28,178.8
11882,28.1,174.58
11883,14.2,75.89
11884,20.7,234.75
11885,24.6,248.79
11886,27.4,248.53
11887,28.6,248.36
11888,28.6,248.01
11889,28.3,232.12
11890,29.6,223.52
11891,28.4,211.46
11892,27.8,232.46
11893,27.5,240.93
11894,28,237.17
11895,27.9,227.65
11896,28.6,235.46
11897,29.7,242.88
11898,29.9,241.17
11899,29.1,228.71
11900,29.3,231.78
11901,29.3,229.47
11902,29,231.35
11903,28.4,237.53
11904,28.7,239.49
11905,29.3,238.62
11906,28.8,231.96
11907,28.8,231.2
11908,29,232.3
11909,29.1,229.65
11910,29.5,224.45
11911,30,222.14
11912,29.2,209.61
11913,29,215.19
11914,28.9,215.86
11915,28.6,217.44
11916,29.4,219.49
11917,29,217.36
11918,28.6,222.22
11919,28.6,223.77
11920,28.4,225.54
11921,30.5,225.97
11922,30.7,214.44
11923,29.3,215.72
11924,28,237.5
11925,28.7,237.5
11926,28.8,225.55
11927,28.3,221.53
11928,28.9,222.47
11929,28.5,220.5
11930,28.3,220.07
11931,28.6,221.09
11932,28.8,217.33
11933,28.7,215.79
11934,28.4,222.51
11935,28.5,224.29
11936,28.6,221.93
11937,28.8,218.55
11938,29.5,213.08
11939,29.3,210.95
11940,29.1,206.09
11941,29.1,204.38
11942,29.1,204.89
11943,29.3,205.14
11944,29.1,205.64
11945,29.2,209.13
11946,29.2,211.79
11947,28.9,216.33
11948,28.9,216.16
11949,29.1,214.34
11950,29.1,212.72
11951,28.6,219.81
11952,28.4,225.61
11953,30.6,225.72
11954,29.3,197.8
11955,28.1,225.21
11956,28,232.47
