Attribute,Value
Hole Depth (km),8.138
Hole Depth (km),11.217
Hole Depth (km),8.139
Hole Depth (km),11.216
Hole Depth (km),8.137
Hole Depth (km),11.219
Hole Depth (km),8.135
Hole Depth (km),11.218
Hole Depth (km),8.136
Hole Depth (km),11.225
Hole Depth (km),8.123
Hole Depth (km),11.232
Hole Depth (km),8.124
Hole Depth (km),11.231
Hole Depth (km),8.122
Hole Depth (km),11.234
Hole Depth (km),8.12
Hole Depth (km),11.233
Hole Depth (km),8.121
Hole Depth (km),11.23
Hole Depth (km),8.128
Hole Depth (km),11.227
Hole Depth (km),8.129
Hole Depth (km),11.226
Hole Depth (km),8.127
Hole Depth (km),11.229
Hole Depth (km),8.125
Hole Depth (km),11.228
Hole Depth (km),8.126
Hole Depth (km),8.179
Hole Depth (km),8.234
Hole Depth (km),11.123
Hole Depth (km),8.235
Hole Depth (km),11.122
Hole Depth (km),8.233
Hole Depth (km),11.125
Hole Depth (km),8.231
Hole Depth (km),11.124
Hole Depth (km),8.232
Hole Depth (km),11.121
Hole Depth (km),8.239
Hole Depth (km),11.118
Hole Depth (km),8.24
Hole Depth (km),11.117
Hole Depth (km),8.238
Hole Depth (km),11.12
Hole Depth (km),8.236
Hole Depth (km),11.119
Hole Depth (km),8.237
Hole Depth (km),11.126
Hole Depth (km),8.224
Hole Depth (km),11.133
Hole Depth (km),8.225
Hole Depth (km),11.132
Hole Depth (km),8.223
Hole Depth (km),11.135
Hole Depth (km),8.221
Hole Depth (km),11.134
Hole Depth (km),8.222
Hole Depth (km),11.131
Hole Depth (km),8.229
Hole Depth (km),11.128
Hole Depth (km),8.23
Hole Depth (km),11.127
Hole Depth (km),8.228
Hole Depth (km),11.13
Hole Depth (km),8.226
Hole Depth (km),11.129
Hole Depth (km),8.227
Hole Depth (km),11.103
Hole Depth (km),8.253
Hole Depth (km),11.102
Hole Depth (km),8.254
Hole Depth (km),11.104
Hole Depth (km),8.251
Hole Depth (km),11.106
Hole Depth (km),8.252
Hole Depth (km),11.105
Hole Depth (km),8.255
Hole Depth (km),11.098
Hole Depth (km),8.258
Hole Depth (km),11.097
Hole Depth (km),8.259
Hole Depth (km),11.099
Hole Depth (km),8.256
Hole Depth (km),11.101
Hole Depth (km),8.257
Hole Depth (km),11.1
Hole Depth (km),8.25
Hole Depth (km),11.113
Hole Depth (km),8.243
Hole Depth (km),11.112
Hole Depth (km),8.244
Hole Depth (km),11.114
Hole Depth (km),8.241
Hole Depth (km),11.116
Hole Depth (km),8.242
Hole Depth (km),11.115
Hole Depth (km),8.245
Hole Depth (km),11.108
Hole Depth (km),8.248
Hole Depth (km),11.107
Hole Depth (km),8.249
Hole Depth (km),11.109
Hole Depth (km),8.246
Hole Depth (km),11.111
Hole Depth (km),8.247
Hole Depth (km),11.11
Hole Depth (km),11.136
Hole Depth (km),11.162
Hole Depth (km),8.192
Hole Depth (km),11.161
Hole Depth (km),8.195
Hole Depth (km),11.163
Hole Depth (km),8.19
Hole Depth (km),11.165
Hole Depth (km),8.191
Hole Depth (km),11.164
Hole Depth (km),8.196
Hole Depth (km),11.157
Hole Depth (km),8.199
Hole Depth (km),11.156
Hole Depth (km),8.2
Hole Depth (km),11.158
Hole Depth (km),8.197
Hole Depth (km),11.16
Hole Depth (km),8.198
Hole Depth (km),11.159
Hole Depth (km),8.189
Hole Depth (km),11.172
Hole Depth (km),8.182
Hole Depth (km),11.171
Hole Depth (km),8.183
Hole Depth (km),11.173
Hole Depth (km),8.18
Hole Depth (km),11.175
Hole Depth (km),8.181
Hole Depth (km),11.174
Hole Depth (km),8.184
Hole Depth (km),11.167
Hole Depth (km),8.187
Hole Depth (km),11.166
Hole Depth (km),8.188
Hole Depth (km),11.168
Hole Depth (km),8.185
Hole Depth (km),11.17
Hole Depth (km),8.186
Hole Depth (km),11.169
Hole Depth (km),8.214
Hole Depth (km),11.143
Hole Depth (km),8.215
Hole Depth (km),11.142
Hole Depth (km),8.213
Hole Depth (km),11.145
Hole Depth (km),8.211
Hole Depth (km),11.144
Hole Depth (km),8.212
Hole Depth (km),11.141
Hole Depth (km),8.219
Hole Depth (km),11.138
Hole Depth (km),8.22
Hole Depth (km),11.137
Hole Depth (km),8.218
Hole Depth (km),11.14
Hole Depth (km),8.216
Hole Depth (km),11.139
Hole Depth (km),8.217
Hole Depth (km),11.146
Hole Depth (km),8.204
Hole Depth (km),11.153
Hole Depth (km),8.205
Hole Depth (km),11.152
Hole Depth (km),8.203
Hole Depth (km),11.155
Hole Depth (km),8.201
Hole Depth (km),11.154
Hole Depth (km),8.202
Hole Depth (km),11.151
Hole Depth (km),8.209
Hole Depth (km),11.148
Hole Depth (km),8.21
Hole Depth (km),11.147
Hole Depth (km),8.208
Hole Depth (km),11.15
Hole Depth (km),8.206
Hole Depth (km),11.149
Hole Depth (km),8.207
Hole Depth (km),11.987
Hole Depth (km),7.37
Hole Depth (km),11.986
Hole Depth (km),7.371
Hole Depth (km),11.988
Hole Depth (km),7.368
Hole Depth (km),11.99
Hole Depth (km),7.369
Hole Depth (km),11.989
Hole Depth (km),7.372
Hole Depth (km),11.982
Hole Depth (km),7.375
Hole Depth (km),11.981
Hole Depth (km),7.376
Hole Depth (km),11.983
Hole Depth (km),7.373
Hole Depth (km),11.985
Hole Depth (km),7.374
Hole Depth (km),11.984
Hole Depth (km),7.367
Hole Depth (km),11.997
Hole Depth (km),7.36
Hole Depth (km),11.996
Hole Depth (km),7.361
Hole Depth (km),11.998
Hole Depth (km),7.358
Hole Depth (km),12
Hole Depth (km),7.359
Hole Depth (km),11.999
Hole Depth (km),7.362
Hole Depth (km),11.992
Hole Depth (km),7.365
Hole Depth (km),11.991
Hole Depth (km),7.366
Hole Depth (km),11.993
Hole Depth (km),7.363
Hole Depth (km),11.995
Hole Depth (km),7.364
Hole Depth (km),11.994
Hole Depth (km),7.39
Hole Depth (km),11.968
Hole Depth (km),7.391
Hole Depth (km),11.967
Hole Depth (km),7.389
Hole Depth (km),11.97
Hole Depth (km),7.387
Hole Depth (km),11.969
Hole Depth (km),7.388
Hole Depth (km),11.966
Hole Depth (km),7.395
Hole Depth (km),11.963
Hole Depth (km),7.396
Hole Depth (km),11.962
Hole Depth (km),7.394
Hole Depth (km),11.965
Hole Depth (km),7.392
Hole Depth (km),11.964
Hole Depth (km),7.393
Hole Depth (km),11.971
Hole Depth (km),7.38
Hole Depth (km),11.978
Hole Depth (km),7.381
Hole Depth (km),11.977
Hole Depth (km),7.379
Hole Depth (km),11.98
Hole Depth (km),7.377
Hole Depth (km),11.979
Hole Depth (km),7.378
Hole Depth (km),11.976
Hole Depth (km),7.385
Hole Depth (km),11.973
Hole Depth (km),7.386
Hole Depth (km),11.972
Hole Depth (km),7.384
Hole Depth (km),11.975
Hole Depth (km),7.382
Hole Depth (km),11.974
Hole Depth (km),7.383
Hole Depth (km),7.357
Hole Depth (km),7.331
Hole Depth (km),12.027
Hole Depth (km),7.332
Hole Depth (km),12.026
Hole Depth (km),7.33
Hole Depth (km),12.029
Hole Depth (km),7.328
Hole Depth (km),12.028
Hole Depth (km),7.329
Hole Depth (km),12.025
Hole Depth (km),7.336
Hole Depth (km),12.022
Hole Depth (km),7.337
Hole Depth (km),12.021
Hole Depth (km),7.335
Hole Depth (km),12.024
Hole Depth (km),7.333
Hole Depth (km),12.023
Hole Depth (km),7.334
Hole Depth (km),12.03
Hole Depth (km),7.321
Hole Depth (km),12.037
Hole Depth (km),7.322
Hole Depth (km),12.036
Hole Depth (km),7.32
Hole Depth (km),12.039
Hole Depth (km),7.318
Hole Depth (km),12.038
Hole Depth (km),7.319
Hole Depth (km),12.035
Hole Depth (km),7.326
Hole Depth (km),12.032
Hole Depth (km),7.327
Hole Depth (km),12.031
Hole Depth (km),7.325
Hole Depth (km),12.034
Hole Depth (km),7.323
Hole Depth (km),12.033
Hole Depth (km),7.324
Hole Depth (km),12.007
Hole Depth (km),7.35
Hole Depth (km),12.006
Hole Depth (km),7.351
Hole Depth (km),12.008
Hole Depth (km),7.348
Hole Depth (km),12.01
Hole Depth (km),7.349
Hole Depth (km),12.009
Hole Depth (km),7.352
Hole Depth (km),12.002
Hole Depth (km),7.355
Hole Depth (km),12.001
Hole Depth (km),7.356
Hole Depth (km),12.003
Hole Depth (km),7.353
Hole Depth (km),12.005
Hole Depth (km),7.354
Hole Depth (km),12.004
Hole Depth (km),7.347
Hole Depth (km),12.017
Hole Depth (km),7.34
Hole Depth (km),12.016
Hole Depth (km),7.341
Hole Depth (km),12.018
Hole Depth (km),7.338
Hole Depth (km),12.02
Hole Depth (km),7.339
Hole Depth (km),12.019
Hole Depth (km),7.342
Hole Depth (km),12.012
Hole Depth (km),7.345
Hole Depth (km),12.011
Hole Depth (km),7.346
Hole Depth (km),12.013
Hole Depth (km),7.343
Hole Depth (km),12.015
Hole Depth (km),7.344
Hole Depth (km),12.014
Hole Depth (km),11.961
Hole Depth (km),11.908
Hole Depth (km),7.449
Hole Depth (km),11.907
Hole Depth (km),7.45
Hole Depth (km),11.909
Hole Depth (km),7.447
Hole Depth (km),11.911
Hole Depth (km),7.448
Hole Depth (km),11.91
Hole Depth (km),7.451
Hole Depth (km),11.903
Hole Depth (km),7.454
Hole Depth (km),11.902
Hole Depth (km),7.455
Hole Depth (km),11.904
Hole Depth (km),7.452
Hole Depth (km),11.906
Hole Depth (km),7.453
Hole Depth (km),11.905
Hole Depth (km),7.446
Hole Depth (km),11.918
Hole Depth (km),7.439
Hole Depth (km),11.917
Hole Depth (km),7.44
Hole Depth (km),11.919
Hole Depth (km),7.437
Hole Depth (km),11.921
Hole Depth (km),7.438
Hole Depth (km),11.92
Hole Depth (km),7.441
Hole Depth (km),11.913
Hole Depth (km),7.444
Hole Depth (km),11.912
Hole Depth (km),7.445
Hole Depth (km),11.914
Hole Depth (km),7.442
Hole Depth (km),11.916
Hole Depth (km),7.443
Hole Depth (km),11.915
Hole Depth (km),7.469
Hole Depth (km),11.889
Hole Depth (km),7.47
Hole Depth (km),11.888
Hole Depth (km),7.468
Hole Depth (km),11.891
Hole Depth (km),7.466
Hole Depth (km),11.89
Hole Depth (km),7.467
Hole Depth (km),11.887
Hole Depth (km),7.474
Hole Depth (km),11.884
Hole Depth (km),7.475
Hole Depth (km),11.883
Hole Depth (km),7.473
Hole Depth (km),11.886
Hole Depth (km),7.471
Hole Depth (km),11.885
Hole Depth (km),7.472
Hole Depth (km),11.892
Hole Depth (km),7.459
Hole Depth (km),11.899
Hole Depth (km),7.46
Hole Depth (km),11.898
Hole Depth (km),7.458
Hole Depth (km),11.901
Hole Depth (km),7.456
Hole Depth (km),11.9
Hole Depth (km),7.457
Hole Depth (km),11.897
Hole Depth (km),7.464
Hole Depth (km),11.894
Hole Depth (km),7.465
Hole Depth (km),11.893
Hole Depth (km),7.463
Hole Depth (km),11.896
Hole Depth (km),7.461
Hole Depth (km),11.895
Hole Depth (km),7.462
Hole Depth (km),7.436
Hole Depth (km),7.41
Hole Depth (km),11.948
Hole Depth (km),7.411
Hole Depth (km),11.947
Hole Depth (km),7.409
Hole Depth (km),11.95
Hole Depth (km),7.407
Hole Depth (km),11.949
Hole Depth (km),7.408
Hole Depth (km),11.946
Hole Depth (km),7.415
Hole Depth (km),11.943
Hole Depth (km),7.416
Hole Depth (km),11.942
Hole Depth (km),7.414
Hole Depth (km),11.945
Hole Depth (km),7.412
Hole Depth (km),11.944
Hole Depth (km),7.413
Hole Depth (km),11.951
Hole Depth (km),7.4
Hole Depth (km),11.958
Hole Depth (km),7.401
Hole Depth (km),11.957
Hole Depth (km),7.399
Hole Depth (km),11.96
Hole Depth (km),7.397
Hole Depth (km),11.959
Hole Depth (km),7.398
Hole Depth (km),11.956
Hole Depth (km),7.405
Hole Depth (km),11.953
Hole Depth (km),7.406
Hole Depth (km),11.952
Hole Depth (km),7.404
Hole Depth (km),11.955
Hole Depth (km),7.402
Hole Depth (km),11.954
Hole Depth (km),7.403
Hole Depth (km),11.928
Hole Depth (km),7.429
Hole Depth (km),11.927
Hole Depth (km),7.43
Hole Depth (km),11.929
Hole Depth (km),7.427
Hole Depth (km),11.931
Hole Depth (km),7.428
Hole Depth (km),11.93
Hole Depth (km),7.431
Hole Depth (km),11.923
Hole Depth (km),7.434
Hole Depth (km),11.922
Hole Depth (km),7.435
Hole Depth (km),11.924
Hole Depth (km),7.432
Hole Depth (km),11.926
Hole Depth (km),7.433
Hole Depth (km),11.925
Hole Depth (km),7.426
Hole Depth (km),11.938
Hole Depth (km),7.419
Hole Depth (km),11.937
Hole Depth (km),7.42
Hole Depth (km),11.939
Hole Depth (km),7.417
Hole Depth (km),11.941
Hole Depth (km),7.418
Hole Depth (km),11.94
Hole Depth (km),7.421
Hole Depth (km),11.933
Hole Depth (km),7.424
Hole Depth (km),11.932
Hole Depth (km),7.425
Hole Depth (km),11.934
Hole Depth (km),7.422
Hole Depth (km),11.936
Hole Depth (km),7.423
Hole Depth (km),11.935
Hole Depth (km),7.213
Hole Depth (km),12.145
Hole Depth (km),7.214
Hole Depth (km),12.144
Hole Depth (km),7.212
Hole Depth (km),12.147
Hole Depth (km),7.21
Hole Depth (km),12.146
Hole Depth (km),7.211
Hole Depth (km),12.143
Hole Depth (km),7.218
Hole Depth (km),12.14
Hole Depth (km),7.219
Hole Depth (km),12.139
Hole Depth (km),7.217
Hole Depth (km),12.142
Hole Depth (km),7.215
Hole Depth (km),12.141
Hole Depth (km),7.216
Hole Depth (km),12.148
Hole Depth (km),7.203
Hole Depth (km),12.155
Hole Depth (km),7.204
Hole Depth (km),12.154
Hole Depth (km),7.202
Hole Depth (km),12.157
Hole Depth (km),7.2
Hole Depth (km),12.156
Hole Depth (km),7.201
Hole Depth (km),12.153
Hole Depth (km),7.208
Hole Depth (km),12.15
Hole Depth (km),7.209
Hole Depth (km),12.149
Hole Depth (km),7.207
Hole Depth (km),12.152
Hole Depth (km),7.205
Hole Depth (km),12.151
Hole Depth (km),7.206
Hole Depth (km),12.125
Hole Depth (km),7.232
Hole Depth (km),12.124
Hole Depth (km),7.233
Hole Depth (km),12.126
Hole Depth (km),7.23
Hole Depth (km),12.128
Hole Depth (km),7.231
Hole Depth (km),12.127
Hole Depth (km),7.234
Hole Depth (km),12.12
Hole Depth (km),7.237
Hole Depth (km),12.119
Hole Depth (km),7.238
Hole Depth (km),12.121
Hole Depth (km),7.235
Hole Depth (km),12.123
Hole Depth (km),7.236
Hole Depth (km),12.122
Hole Depth (km),7.229
Hole Depth (km),12.135
Hole Depth (km),7.222
Hole Depth (km),12.134
Hole Depth (km),7.223
Hole Depth (km),12.136
Hole Depth (km),7.22
Hole Depth (km),12.138
Hole Depth (km),7.221
Hole Depth (km),12.137
Hole Depth (km),7.224
Hole Depth (km),12.13
Hole Depth (km),7.227
Hole Depth (km),12.129
Hole Depth (km),7.228
Hole Depth (km),12.131
Hole Depth (km),7.225
Hole Depth (km),12.133
Hole Depth (km),7.226
Hole Depth (km),12.132
Hole Depth (km),12.158
Hole Depth (km),12.184
Hole Depth (km),7.173
Hole Depth (km),12.183
Hole Depth (km),7.174
Hole Depth (km),12.185
Hole Depth (km),7.171
Hole Depth (km),12.187
Hole Depth (km),7.172
Hole Depth (km),12.186
Hole Depth (km),7.175
Hole Depth (km),12.179
Hole Depth (km),7.178
Hole Depth (km),12.178
Hole Depth (km),7.179
Hole Depth (km),12.18
Hole Depth (km),7.176
Hole Depth (km),12.182
Hole Depth (km),7.177
Hole Depth (km),12.181
Hole Depth (km),7.17
Hole Depth (km),12.194
Hole Depth (km),7.163
Hole Depth (km),12.193
Hole Depth (km),7.164
Hole Depth (km),12.195
Hole Depth (km),7.161
Hole Depth (km),12.197
Hole Depth (km),7.162
Hole Depth (km),12.196
Hole Depth (km),7.165
Hole Depth (km),12.189
Hole Depth (km),7.168
Hole Depth (km),12.188
Hole Depth (km),7.169
Hole Depth (km),12.19
Hole Depth (km),7.166
Hole Depth (km),12.192
Hole Depth (km),7.167
Hole Depth (km),12.191
Hole Depth (km),7.193
Hole Depth (km),12.165
Hole Depth (km),7.194
Hole Depth (km),12.164
Hole Depth (km),7.192
Hole Depth (km),12.167
Hole Depth (km),7.19
Hole Depth (km),12.166
Hole Depth (km),7.191
Hole Depth (km),12.163
Hole Depth (km),7.198
Hole Depth (km),12.16
Hole Depth (km),7.199
Hole Depth (km),12.159
Hole Depth (km),7.197
Hole Depth (km),12.162
Hole Depth (km),7.195
Hole Depth (km),12.161
Hole Depth (km),7.196
Hole Depth (km),12.168
Hole Depth (km),7.183
Hole Depth (km),12.175
Hole Depth (km),7.184
Hole Depth (km),12.174
Hole Depth (km),7.182
Hole Depth (km),12.177
Hole Depth (km),7.18
Hole Depth (km),12.176
Hole Depth (km),7.181
Hole Depth (km),12.173
Hole Depth (km),7.188
Hole Depth (km),12.17
Hole Depth (km),7.189
Hole Depth (km),12.169
Hole Depth (km),7.187
Hole Depth (km),12.172
Hole Depth (km),7.185
Hole Depth (km),12.171
Hole Depth (km),7.186
Hole Depth (km),7.239
Hole Depth (km),7.292
Hole Depth (km),12.066
Hole Depth (km),7.293
Hole Depth (km),12.065
Hole Depth (km),7.291
Hole Depth (km),12.068
Hole Depth (km),7.289
Hole Depth (km),12.067
Hole Depth (km),7.29
Hole Depth (km),12.064
Hole Depth (km),7.297
Hole Depth (km),12.061
Hole Depth (km),7.298
Hole Depth (km),12.06
Hole Depth (km),7.296
Hole Depth (km),12.063
Hole Depth (km),7.294
Hole Depth (km),12.062
Hole Depth (km),7.295
Hole Depth (km),12.069
Hole Depth (km),7.282
Hole Depth (km),12.076
Hole Depth (km),7.283
Hole Depth (km),12.075
Hole Depth (km),7.281
Hole Depth (km),12.078
Hole Depth (km),7.279
Hole Depth (km),12.077
Hole Depth (km),7.28
Hole Depth (km),12.074
Hole Depth (km),7.287
Hole Depth (km),12.071
Hole Depth (km),7.288
Hole Depth (km),12.07
Hole Depth (km),7.286
Hole Depth (km),12.073
Hole Depth (km),7.284
Hole Depth (km),12.072
Hole Depth (km),7.285
Hole Depth (km),12.046
Hole Depth (km),7.311
Hole Depth (km),12.045
Hole Depth (km),7.312
Hole Depth (km),12.047
Hole Depth (km),7.309
Hole Depth (km),12.049
Hole Depth (km),7.31
Hole Depth (km),12.048
Hole Depth (km),7.313
Hole Depth (km),12.041
Hole Depth (km),7.316
Hole Depth (km),12.04
Hole Depth (km),7.317
Hole Depth (km),12.042
Hole Depth (km),7.314
Hole Depth (km),12.044
Hole Depth (km),7.315
Hole Depth (km),12.043
Hole Depth (km),7.308
Hole Depth (km),12.056
Hole Depth (km),7.301
Hole Depth (km),12.055
Hole Depth (km),7.302
Hole Depth (km),12.057
Hole Depth (km),7.299
Hole Depth (km),12.059
Hole Depth (km),7.3
Hole Depth (km),12.058
Hole Depth (km),7.303
Hole Depth (km),12.051
Hole Depth (km),7.306
Hole Depth (km),12.05
Hole Depth (km),7.307
Hole Depth (km),12.052
Hole Depth (km),7.304
Hole Depth (km),12.054
Hole Depth (km),7.305
Hole Depth (km),12.053
Hole Depth (km),12.079
Hole Depth (km),12.105
Hole Depth (km),7.252
Hole Depth (km),12.104
Hole Depth (km),7.253
Hole Depth (km),12.106
Hole Depth (km),7.25
Hole Depth (km),12.108
Hole Depth (km),7.251
Hole Depth (km),12.107
Hole Depth (km),7.254
Hole Depth (km),12.1
Hole Depth (km),7.257
Hole Depth (km),12.099
Hole Depth (km),7.258
Hole Depth (km),12.101
Hole Depth (km),7.255
Hole Depth (km),12.103
Hole Depth (km),7.256
Hole Depth (km),12.102
Hole Depth (km),7.249
Hole Depth (km),12.115
Hole Depth (km),7.242
Hole Depth (km),12.114
Hole Depth (km),7.243
Hole Depth (km),12.116
Hole Depth (km),7.24
Hole Depth (km),12.118
Hole Depth (km),7.241
Hole Depth (km),12.117
Hole Depth (km),7.244
Hole Depth (km),12.11
Hole Depth (km),7.247
Hole Depth (km),12.109
Hole Depth (km),7.248
Hole Depth (km),12.111
Hole Depth (km),7.245
Hole Depth (km),12.113
Hole Depth (km),7.246
Hole Depth (km),12.112
Hole Depth (km),7.272
Hole Depth (km),12.086
Hole Depth (km),7.273
Hole Depth (km),12.085
Hole Depth (km),7.271
Hole Depth (km),12.088
Hole Depth (km),7.269
Hole Depth (km),12.087
Hole Depth (km),7.27
Hole Depth (km),12.084
Hole Depth (km),7.277
Hole Depth (km),12.081
Hole Depth (km),7.278
Hole Depth (km),12.08
Hole Depth (km),7.276
Hole Depth (km),12.083
Hole Depth (km),7.274
Hole Depth (km),12.082
Hole Depth (km),7.275
Hole Depth (km),12.089
Hole Depth (km),7.262
Hole Depth (km),12.096
Hole Depth (km),7.263
Hole Depth (km),12.095
Hole Depth (km),7.261
Hole Depth (km),12.098
Hole Depth (km),7.259
Hole Depth (km),12.097
Hole Depth (km),7.26
Hole Depth (km),12.094
Hole Depth (km),7.267
Hole Depth (km),12.091
Hole Depth (km),7.268
Hole Depth (km),12.09
Hole Depth (km),7.266
Hole Depth (km),12.093
Hole Depth (km),7.264
Hole Depth (km),12.092
Hole Depth (km),7.265
Hole Depth (km),11.882
Hole Depth (km),7.686
Hole Depth (km),11.672
Hole Depth (km),7.687
Hole Depth (km),11.671
Hole Depth (km),7.685
Hole Depth (km),11.674
Hole Depth (km),7.683
Hole Depth (km),11.673
Hole Depth (km),7.684
Hole Depth (km),11.67
Hole Depth (km),7.691
Hole Depth (km),11.667
Hole Depth (km),7.692
Hole Depth (km),11.666
Hole Depth (km),7.69
Hole Depth (km),11.669
Hole Depth (km),7.688
Hole Depth (km),11.668
Hole Depth (km),7.689
Hole Depth (km),11.675
Hole Depth (km),7.676
Hole Depth (km),11.682
Hole Depth (km),7.677
Hole Depth (km),11.681
Hole Depth (km),7.675
Hole Depth (km),11.684
Hole Depth (km),7.673
Hole Depth (km),11.683
Hole Depth (km),7.674
Hole Depth (km),11.68
Hole Depth (km),7.681
Hole Depth (km),11.677
Hole Depth (km),7.682
Hole Depth (km),11.676
Hole Depth (km),7.68
Hole Depth (km),11.679
Hole Depth (km),7.678
Hole Depth (km),11.678
Hole Depth (km),7.679
Hole Depth (km),11.652
Hole Depth (km),7.705
Hole Depth (km),11.651
Hole Depth (km),7.706
Hole Depth (km),11.653
Hole Depth (km),7.703
Hole Depth (km),11.655
Hole Depth (km),7.704
Hole Depth (km),11.654
Hole Depth (km),7.707
Hole Depth (km),11.647
Hole Depth (km),7.71
Hole Depth (km),11.646
Hole Depth (km),7.711
Hole Depth (km),11.648
Hole Depth (km),7.708
Hole Depth (km),11.65
Hole Depth (km),7.709
Hole Depth (km),11.649
Hole Depth (km),7.702
Hole Depth (km),11.662
Hole Depth (km),7.695
Hole Depth (km),11.661
Hole Depth (km),7.696
Hole Depth (km),11.663
Hole Depth (km),7.693
Hole Depth (km),11.665
Hole Depth (km),7.694
Hole Depth (km),11.664
Hole Depth (km),7.697
Hole Depth (km),11.657
Hole Depth (km),7.7
Hole Depth (km),11.656
Hole Depth (km),7.701
Hole Depth (km),11.658
Hole Depth (km),7.698
Hole Depth (km),11.66
Hole Depth (km),7.699
Hole Depth (km),11.659
Hole Depth (km),11.685
Hole Depth (km),11.711
Hole Depth (km),7.646
Hole Depth (km),11.71
Hole Depth (km),7.647
Hole Depth (km),11.712
Hole Depth (km),7.644
Hole Depth (km),11.714
Hole Depth (km),7.645
Hole Depth (km),11.713
Hole Depth (km),7.648
Hole Depth (km),11.706
Hole Depth (km),7.651
Hole Depth (km),11.705
Hole Depth (km),7.652
Hole Depth (km),11.707
Hole Depth (km),7.649
Hole Depth (km),11.709
Hole Depth (km),7.65
Hole Depth (km),11.708
Hole Depth (km),7.643
Hole Depth (km),11.721
Hole Depth (km),7.636
Hole Depth (km),11.72
Hole Depth (km),7.637
Hole Depth (km),11.722
Hole Depth (km),7.634
Hole Depth (km),11.724
Hole Depth (km),7.635
Hole Depth (km),11.723
Hole Depth (km),7.638
Hole Depth (km),11.716
Hole Depth (km),7.641
Hole Depth (km),11.715
Hole Depth (km),7.642
Hole Depth (km),11.717
Hole Depth (km),7.639
Hole Depth (km),11.719
Hole Depth (km),7.64
Hole Depth (km),11.718
